timestamp,pm1,pm2.5,pm4,pm10
2023-12-18 00:00:00,1.4657142857142857,1.5064285714285712,1.532857142857143,1.532857142857143
2023-12-18 00:15:00,1.4186666666666665,1.48,1.48,1.48
2023-12-18 00:30:00,1.3933333333333333,1.5046666666666666,1.5046666666666666,1.5293333333333334
2023-12-18 00:45:00,1.469333333333333,1.5293333333333334,1.5293333333333334,1.554
2023-12-18 01:00:00,1.4186666666666665,1.48,1.48,1.48
2023-12-18 01:15:00,1.292,1.4306666666666663,1.4306666666666663,1.4306666666666663
2023-12-18 01:30:00,1.3426666666666667,1.4306666666666663,1.4306666666666663,1.4306666666666663
2023-12-18 01:45:00,1.292,1.406,1.4306666666666663,1.4553333333333331
2023-12-18 02:00:00,1.368,1.4306666666666663,1.4553333333333331,1.4553333333333331
2023-12-18 02:15:00,1.8239999999999998,1.924,1.924,1.924
2023-12-18 02:30:00,2.3053333333333335,2.417333333333333,2.417333333333333,2.417333333333333
2023-12-18 02:45:00,2.584,2.664,2.738,2.738
2023-12-18 03:00:00,2.482666666666667,2.5406666666666666,2.5653333333333332,2.59
2023-12-18 03:15:00,2.1786666666666665,2.2693333333333334,2.2693333333333334,2.2693333333333334
2023-12-18 03:30:00,1.8239999999999998,1.8746666666666665,1.8993333333333335,1.8993333333333335
2023-12-18 03:45:00,1.52,1.5046666666666666,1.5293333333333334,1.5293333333333334
2023-12-18 04:00:00,1.3173333333333335,1.381333333333333,1.381333333333333,1.381333333333333
2023-12-18 04:15:00,1.2160000000000002,1.2086666666666666,1.2086666666666666,1.2086666666666666
2023-12-18 04:30:00,1.52,1.6033333333333333,1.6280000000000001,1.6280000000000001
2023-12-18 04:45:00,2.2039999999999997,2.294,2.3186666666666667,2.3926666666666665
2023-12-18 05:00:00,2.634666666666667,2.738,2.738,2.7626666666666666
2023-12-18 05:15:00,2.6093333333333333,2.6886666666666668,2.7133333333333334,2.738
2023-12-18 05:30:00,2.3813333333333335,2.4419999999999997,2.4419999999999997,2.466666666666667
2023-12-18 05:45:00,2.1279999999999997,2.2693333333333334,2.2693333333333334,2.2693333333333334
2023-12-18 06:00:00,1.8746666666666667,2.0473333333333334,2.072,2.072
2023-12-18 06:15:00,2.052,2.2199999999999998,2.2199999999999998,2.2199999999999998
2023-12-18 06:30:00,2.4573333333333336,2.59,2.59,2.59
2023-12-18 06:45:00,2.8120000000000003,2.96,2.96,2.96
2023-12-18 07:00:00,3.0653333333333332,3.231333333333333,3.2560000000000002,3.2560000000000002
2023-12-18 07:15:00,3.2426666666666666,3.428666666666667,3.428666666666667,3.428666666666667
2023-12-18 07:30:00,3.3440000000000003,3.5026666666666673,3.5273333333333325,3.552
2023-12-18 07:45:00,14.009333333333334,14.454666666666668,14.504000000000001,14.528666666666666
2023-12-18 08:00:00,21.381333333333334,22.02733333333333,22.052,22.052
2023-12-18 08:15:00,12.463999999999999,12.826666666666666,12.826666666666666,12.826666666666666
2023-12-18 08:30:00,6.84,7.054666666666665,7.054666666666665,7.054666666666665
2023-12-18 08:45:00,4.129333333333333,4.218,4.2426666666666675,4.2426666666666675
2023-12-18 09:00:00,3.1159999999999997,3.182,3.182,3.182
2023-12-18 09:15:00,2.7866666666666666,2.9106666666666663,2.9106666666666663,2.9106666666666663
2023-12-18 09:30:00,2.66,2.812,2.812,2.812
2023-12-18 09:45:00,2.710666666666667,2.8613333333333335,2.886,2.886
2023-12-18 10:00:00,2.9133333333333336,3.058666666666667,3.058666666666667,3.058666666666667
2023-12-18 10:15:00,3.192,3.3546666666666667,3.3546666666666667,3.3546666666666667
2023-12-18 10:30:00,3.1413333333333338,3.231333333333333,3.231333333333333,3.231333333333333
2023-12-18 10:45:00,3.622666666666666,3.749333333333333,3.749333333333333,3.749333333333333
2023-12-18 11:00:00,4.332,4.489333333333333,4.5633333333333335,4.588
2023-12-18 11:15:00,4.864000000000001,4.908666666666667,4.933333333333334,4.958
2023-12-18 11:30:00,5.041333333333334,5.254,5.303333333333334,5.328
2023-12-18 11:45:00,5.142666666666666,5.352666666666667,5.377333333333333,5.377333333333333
2023-12-18 12:00:00,5.396,5.624,5.648666666666667,5.673333333333334
2023-12-18 12:15:00,5.396,5.599333333333333,5.698,5.698
2023-12-18 12:30:00,5.3453333333333335,5.599333333333333,5.624,5.624
2023-12-18 12:45:00,5.522666666666666,5.722666666666667,5.747333333333333,5.747333333333333
2023-12-18 13:00:00,5.522666666666666,5.722666666666667,5.772,5.772
2023-12-18 13:15:00,4.458666666666667,4.662,4.6866666666666665,4.6866666666666665
2023-12-18 13:30:00,3.622666666666666,3.8233333333333337,3.848,3.8726666666666674
2023-12-18 13:45:00,3.445333333333333,3.5273333333333325,3.552,3.552
2023-12-18 14:00:00,3.2426666666666666,3.280666666666667,3.280666666666667,3.280666666666667
2023-12-18 14:15:00,3.2173333333333334,3.2066666666666666,3.2066666666666666,3.2066666666666666
2023-12-18 14:30:00,3.1413333333333338,3.33,3.33,3.33
2023-12-18 14:45:00,3.1413333333333338,3.2560000000000002,3.2560000000000002,3.2560000000000002
2023-12-18 15:00:00,3.166666666666667,3.33,3.33,3.33
2023-12-18 15:15:00,3.014666666666667,3.0833333333333335,3.0833333333333335,3.0833333333333335
2023-12-18 15:30:00,3.1159999999999997,3.1573333333333333,3.182,3.182
2023-12-18 15:45:00,3.0906666666666665,3.0833333333333335,3.1573333333333333,3.1573333333333333
2023-12-18 16:00:00,3.04,3.1573333333333333,3.1573333333333333,3.1573333333333333
2023-12-18 16:15:00,2.7613333333333334,2.886,2.886,2.886
