Timestamp,PM1,PM2.5,PM4,PM10
2023-12-18 00:00:00,1.218,1.392,1.4234999999999998,1.4234999999999998
2023-12-18 01:00:00,1.16,1.1793333333333331,1.1894999999999998,1.2285
2023-12-18 02:00:00,2.0686666666666667,2.242666666666666,2.320499999999999,2.320499999999999
2023-12-18 03:00:00,2.0686666666666667,2.281333333333333,2.3009999999999993,2.34
2023-12-18 04:00:00,1.4693333333333332,1.6239999999999999,1.6575,1.6575
2023-12-18 05:00:00,2.32,2.532666666666666,2.574,2.613
2023-12-18 06:00:00,2.3427450980392153,2.5701960784313727,2.5923529411764705,2.5923529411764705
2023-12-18 09:00:00,3.035333333333333,3.2479999999999998,3.276,3.276
2023-12-18 10:00:00,3.576666666666666,3.673333333333333,3.7244999999999995,3.7244999999999995
2023-12-18 11:00:00,5.335999999999999,5.587333333333333,5.674499999999999,5.693999999999999
2023-12-18 12:00:00,5.819333333333333,6.2059999999999995,6.2985,6.318
2023-12-18 13:00:00,4.504666666666666,4.794666666666667,4.836,4.875
2023-12-18 14:00:00,3.4799999999999995,3.499333333333333,3.5489999999999995,3.5489999999999995
2023-12-18 15:00:00,3.4799999999999995,3.4799999999999995,3.51,3.51
2023-12-18 16:00:00,3.2479999999999998,3.383333333333333,3.4124999999999996,3.4124999999999996
2023-12-18 17:00:00,3.306,3.4606666666666666,3.4905,3.4905
2023-12-18 18:00:00,3.325333333333333,3.441333333333333,3.471,3.471
2023-12-18 19:00:00,3.016,3.3446666666666665,3.393,3.393
2023-12-18 20:00:00,3.016,3.267333333333333,3.3149999999999995,3.3539999999999996
2023-12-18 21:00:00,2.4939999999999998,2.861333333333333,2.9055,2.925
2023-12-18 22:00:00,2.32,2.32,2.34,2.34
2023-12-18 23:00:00,2.281333333333333,2.300666666666666,2.320499999999999,2.34
2023-12-19 00:00:00,1.8173333333333335,2.0686666666666667,2.0865,2.0865
2023-12-19 01:00:00,1.6433333333333333,1.9139999999999997,1.95,1.95
2023-12-19 02:00:00,3.5573333333333332,3.7699999999999996,3.8024999999999998,3.8219999999999996
2023-12-19 03:00:00,4.0986666666666665,4.466,4.5045,4.5045
2023-12-19 04:00:00,3.9246666666666665,4.4079999999999995,4.446,4.446
2023-12-19 05:00:00,4.562666666666666,4.620666666666666,4.660499999999999,4.660499999999999
2023-12-19 06:00:00,4.93,5.394,5.4405,5.4405
2023-12-19 07:00:00,3.5379999999999994,3.8473333333333333,3.9194999999999998,3.9194999999999998
2023-12-19 08:00:00,53.920666666666655,57.187999999999995,57.778499999999994,57.8565
2023-12-19 09:00:00,4.659333333333333,4.9879999999999995,5.031,5.031
2023-12-19 10:00:00,1.6626666666666663,1.8946666666666665,1.9109999999999998,1.9304999999999999
2023-12-19 11:00:00,1.7786666666666666,2.03,2.0475,2.0475
2023-12-19 12:00:00,1.3726666666666663,1.5273333333333334,1.5405000000000002,1.5405000000000002
2023-12-19 13:00:00,1.16,1.16,1.17,1.17
2023-12-19 14:00:00,1.16,1.16,1.17,1.17
2023-12-19 15:00:00,1.16,1.16,1.17,1.17
2023-12-19 16:00:00,1.16,1.16,1.17,1.17
2023-12-19 17:00:00,1.16,1.16,1.17,1.17
2023-12-19 18:00:00,1.16,1.16,1.17,1.17
2023-12-19 19:00:00,1.16,1.16,1.17,1.17
2023-12-19 20:00:00,1.16,1.16,1.17,1.17
2023-12-19 21:00:00,1.16,1.16,1.17,1.17
2023-12-19 22:00:00,1.1406666666666665,1.1406666666666665,1.1504999999999996,1.1504999999999996
2023-12-19 23:00:00,1.16,1.16,1.17,1.17
2023-12-20 00:00:00,1.16,1.16,1.17,1.17
2023-12-20 01:00:00,0.9473333333333332,1.0633333333333332,1.0724999999999998,1.0724999999999998
2023-12-20 02:00:00,1.1793333333333331,1.1986666666666668,1.209,1.209
2023-12-20 03:00:00,2.61,2.861333333333333,2.886,2.9055
2023-12-20 04:00:00,1.8559999999999999,1.9526666666666663,1.9694999999999996,1.9694999999999996
2023-12-20 05:00:00,1.16,1.16,1.17,1.17
2023-12-20 06:00:00,1.16,1.16,1.17,1.17
2023-12-20 08:00:00,8.642,9.434666666666665,9.535499999999999,9.535499999999999
2023-12-20 09:00:00,4.311333333333333,4.485333333333332,4.523999999999999,4.563
2023-12-20 10:00:00,3.074,3.383333333333333,3.4124999999999996,3.4124999999999996
2023-12-20 11:00:00,2.3393333333333333,2.4939999999999998,2.5155,2.5155
2023-12-20 12:00:00,1.6239999999999999,1.7593333333333332,1.7744999999999997,1.7744999999999997
2023-12-20 13:00:00,1.16,1.16,1.17,1.17
2023-12-20 14:00:00,1.16,1.16,1.17,1.17
2023-12-20 15:00:00,1.16,1.16,1.17,1.17
2023-12-20 16:00:00,1.16,1.1986666666666668,1.209,1.209
2023-12-20 17:00:00,1.16,1.16,1.17,1.17
2023-12-20 18:00:00,1.16,1.1793333333333331,1.1894999999999998,1.1894999999999998
2023-12-20 19:00:00,1.16,1.16,1.17,1.17
2023-12-20 20:00:00,1.16,1.16,1.17,1.17
2023-12-20 21:00:00,1.16,1.16,1.17,1.17
2023-12-20 22:00:00,1.16,1.16,1.17,1.17
2023-12-20 23:00:00,1.16,1.1986666666666668,1.209,1.209
2023-12-21 00:00:00,1.16,1.16,1.17,1.17
2023-12-21 01:00:00,1.16,1.16,1.17,1.17
2023-12-21 02:00:00,0.9086666666666666,0.9473333333333332,0.9554999999999999,0.9554999999999999
2023-12-21 03:00:00,0.019333333333333255,0.019333333333333255,0.01949999999999992,0.01949999999999992
2023-12-21 04:00:00,0.0,0.0,0.0,0.0
