,Unnamed: 0,Timestamp,PM 1.0,PM 2.5,Applied PM 2.5 Custom Calibration Setting - Multiplication Factor,PM 4.0,PM 10,Applied PM 10 Custom Calibration Setting - Multiplication Factor,NC 0.5,NC 1.0,NC 2.5,NC 4.0,NC 10,PM Sensor Error Status,Temperature,Applied Temperature Custom Calibration Setting - Offset,Relative Humidity,Applied Relative Humidity Custom Calibration Setting - Offset,Temperature/Humidity Sensor Error Status,Device Status
0,0,2023-12-18 00:00:00,3.783333333333333,4.066666666666666,,4.1,4.133333333333334,,12.1,14.133333333333333,14.216666666666669,14.233333333333333,14.233333333333333,0.0,29.64333333333333,,8.0,,0.0,0.0
1,1,2023-12-18 01:00:00,3.5166666666666666,3.883333333333333,,3.9,3.9166666666666665,,11.416666666666666,13.316666666666666,13.383333333333333,13.383333333333333,13.4,0.0,29.633333333333333,,8.0,,0.0,0.0
2,2,2023-12-18 02:00:00,5.316666666666666,5.7,,5.766666666666667,5.766666666666667,,17.05,19.883333333333333,19.98333333333333,19.98333333333333,19.98333333333333,0.0,29.94833333333333,,7.266666666666667,,0.0,0.0
3,3,2023-12-18 03:00:00,5.266666666666667,5.533333333333333,,5.583333333333333,5.6,,16.683333333333334,19.53333333333333,19.633333333333333,19.633333333333333,19.633333333333333,0.0,30.285,,7.0,,0.0,0.0
4,4,2023-12-18 04:00:00,4.116666666666666,4.383333333333334,,4.416666666666667,4.466666666666667,,13.083333333333334,15.3,15.383333333333333,15.4,15.4,0.0,30.445,,7.0,,0.0,0.0
5,5,2023-12-18 05:00:00,6.416666666666667,6.85,,6.866666666666666,6.916666666666667,,20.566666666666663,23.933333333333334,24.03333333333333,24.066666666666663,24.066666666666663,0.0,30.486666666666668,,7.983333333333333,,0.0,0.0
6,6,2023-12-18 06:00:00,6.05,6.633333333333334,,6.65,6.65,,19.683333333333334,23.016666666666666,23.133333333333333,23.133333333333333,23.133333333333333,0.0,30.42833333333333,,8.066666666666666,,0.6,0.0
7,7,2023-12-18 07:00:00,15.566666666666666,16.633333333333333,,16.7,16.733333333333334,,50.38333333333333,58.85,59.083333333333336,59.1,59.1,0.0,30.046666666666667,,9.1,,0.0,0.0
8,8,2023-12-18 08:00:00,29.48333333333333,31.166666666666668,,31.2,31.2,,95.05,110.86666666666666,111.23333333333332,111.28333333333332,111.3,0.0,30.171666666666667,,9.166666666666666,,0.0,0.0
9,9,2023-12-18 09:00:00,7.416666666666667,7.95,,7.966666666666667,7.966666666666667,,24.08333333333333,28.1,28.2,28.216666666666665,28.216666666666665,0.0,30.055,,9.416666666666666,,0.0,0.0
10,10,2023-12-18 10:00:00,8.466666666666667,9.05,,9.05,9.05,,27.4,31.966666666666665,32.083333333333336,32.083333333333336,32.1,0.0,30.0,,10.0,,0.0,0.0
11,11,2023-12-18 11:00:00,12.75,13.516666666666667,,13.633333333333333,13.683333333333334,,41.06666666666667,47.93333333333333,48.16666666666666,48.18333333333333,48.2,0.0,30.0,,10.0,,0.0,0.0
12,12,2023-12-18 12:00:00,14.25,15.233333333333333,,15.35,15.366666666666667,,45.93333333333333,53.63333333333333,53.81666666666667,53.86666666666667,53.88333333333333,0.0,30.0,,10.0,,0.0,0.0
13,13,2023-12-18 13:00:00,11.216666666666669,11.983333333333333,,12.066666666666666,12.083333333333334,,36.25,42.3,42.48333333333333,42.516666666666666,42.516666666666666,0.0,29.918333333333333,,10.0,,0.0,0.0
14,14,2023-12-18 14:00:00,8.383333333333333,8.833333333333334,,8.833333333333334,8.833333333333334,,27.05,31.45,31.6,31.616666666666667,31.616666666666667,0.0,29.673333333333336,,10.0,,0.0,0.0
15,15,2023-12-18 15:00:00,8.15,8.55,,8.616666666666667,8.616666666666667,,26.2,30.566666666666663,30.666666666666668,30.666666666666668,30.666666666666668,0.0,29.571666666666665,,10.0,,0.0,0.0
16,16,2023-12-18 16:00:00,7.366666666666666,7.8,,7.816666666666666,7.85,,23.78333333333333,27.8,27.866666666666667,27.883333333333333,27.883333333333333,0.0,29.555,,10.0,,0.0,0.0
17,17,2023-12-18 17:00:00,7.666666666666667,8.033333333333333,,8.033333333333333,8.033333333333333,,24.633333333333333,28.75,28.866666666666667,28.866666666666667,28.866666666666667,0.0,29.42833333333333,,10.816666666666666,,0.0,0.0
18,18,2023-12-18 18:00:00,7.716666666666667,8.233333333333333,,8.3,8.35,,25.05,29.23333333333333,29.4,29.416666666666668,29.416666666666668,0.0,29.40333333333333,,11.0,,0.0,0.0
19,19,2023-12-18 19:00:00,7.183333333333334,7.7,,7.716666666666667,7.733333333333333,,23.4,27.28333333333333,27.4,27.4,27.4,0.0,29.411666666666665,,11.0,,0.0,0.0666666666666666
20,20,2023-12-18 20:00:00,6.966666666666667,7.45,,7.516666666666667,7.533333333333333,,22.7,26.466666666666665,26.6,26.616666666666667,26.616666666666667,0.0,29.346666666666668,,11.0,,0.0,0.0
21,21,2023-12-18 21:00:00,6.65,7.2,,7.233333333333333,7.25,,21.566666666666663,25.216666666666665,25.266666666666666,25.28333333333333,25.28333333333333,0.0,29.346666666666668,,11.0,,0.0,0.0
22,22,2023-12-18 22:00:00,5.8,6.2,,6.216666666666667,6.233333333333333,,18.883333333333333,22.016666666666666,22.1,22.1,22.1,0.0,29.3,,11.0,,0.0,0.0
23,23,2023-12-18 23:00:00,5.033333333333333,5.316666666666666,,5.316666666666666,5.316666666666666,,16.316666666666666,18.98333333333333,19.066666666666663,19.066666666666663,19.066666666666663,0.0,29.3,,11.0,,0.0,0.0
24,24,2023-12-19 00:00:00,4.25,4.55,,4.566666666666666,4.583333333333333,,13.933333333333334,16.233333333333334,16.283333333333335,16.283333333333335,16.283333333333335,0.0,29.313333333333333,,11.0,,0.0,0.0
25,25,2023-12-19 01:00:00,4.166666666666667,4.45,,4.45,4.45,,13.55,15.783333333333331,15.85,15.85,15.85,0.0,29.30166666666667,,11.216666666666669,,0.0,0.0
26,26,2023-12-19 02:00:00,8.733333333333333,9.233333333333333,,9.316666666666666,9.316666666666666,,28.08333333333333,32.833333333333336,33.0,33.05,33.05,0.0,29.405,,12.0,,0.0,0.0
27,27,2023-12-19 03:00:00,9.966666666666669,10.666666666666666,,10.666666666666666,10.683333333333334,,32.36666666666667,37.8,37.91666666666666,37.93333333333333,37.93333333333333,0.0,29.648333333333333,,12.0,,0.0,0.0
28,28,2023-12-19 04:00:00,9.9,10.5,,10.5,10.5,,31.95,37.31666666666667,37.45,37.45,37.46666666666667,0.0,29.776666666666664,,12.0,,0.0,0.0
29,29,2023-12-19 05:00:00,10.766666666666667,11.466666666666669,,11.483333333333333,11.483333333333333,,35.05,40.85,41.0,41.03333333333333,41.03333333333333,0.0,29.876666666666665,,12.0,,0.0,0.0
30,30,2023-12-19 06:00:00,12.316666666666666,13.116666666666667,,13.116666666666667,13.116666666666667,,39.91666666666666,46.516666666666666,46.73333333333333,46.73333333333333,46.73333333333333,0.0,29.901666666666664,,12.0,,0.0,0.0
31,31,2023-12-19 07:00:00,9.1,9.7,,9.85,9.866666666666667,,29.166666666666668,34.233333333333334,34.38333333333333,34.38333333333333,34.38333333333333,0.0,29.456666666666667,,11.766666666666667,,0.0,0.2
32,32,2023-12-19 08:00:00,145.4,154.06666666666666,,154.16666666666666,154.26666666666668,,471.3666666666667,549.8833333333333,551.9833333333333,552.2666666666667,552.35,0.0,29.535,,10.383333333333333,,0.0,0.0
33,33,2023-12-19 09:00:00,11.583333333333334,12.283333333333331,,12.3,12.333333333333334,,37.63333333333333,43.81666666666667,44.0,44.016666666666666,44.016666666666666,0.0,29.46,,10.0,,0.0,0.0
34,34,2023-12-19 10:00:00,4.3,4.55,,4.566666666666666,4.566666666666666,,13.933333333333334,16.283333333333335,16.316666666666666,16.316666666666666,16.316666666666666,0.0,29.41333333333333,,9.45,,0.0,0.0
35,35,2023-12-19 11:00:00,4.233333333333333,4.666666666666667,,4.666666666666667,4.666666666666667,,14.016666666666667,16.4,16.45,16.466666666666665,16.466666666666665,0.0,29.3,,10.0,,0.0,0.0
36,36,2023-12-19 12:00:00,3.6666666666666665,3.9,,3.9,3.9,,12.1,14.083333333333334,14.183333333333334,14.183333333333334,14.2,0.0,29.23166666666667,,10.0,,0.0,0.0
37,37,2023-12-19 13:00:00,2.3666666666666667,2.6,,2.6,2.6,,7.9,9.316666666666666,9.383333333333333,9.383333333333333,9.383333333333333,0.0,29.2,,10.716666666666669,,0.0,0.0
38,38,2023-12-19 14:00:00,2.316666666666667,2.566666666666667,,2.566666666666667,2.566666666666667,,7.833333333333333,9.183333333333334,9.233333333333333,9.233333333333333,9.233333333333333,0.0,29.17833333333333,,11.0,,0.0,0.0
39,39,2023-12-19 15:00:00,2.2666666666666666,2.35,,2.35,2.35,,7.666666666666667,8.933333333333334,8.966666666666667,8.966666666666667,8.966666666666667,0.0,29.18,,11.0,,0.0,0.0666666666666666
40,40,2023-12-19 16:00:00,2.3666666666666667,2.6333333333333333,,2.6333333333333333,2.6333333333333333,,7.883333333333334,9.183333333333334,9.216666666666669,9.216666666666669,9.233333333333333,0.0,29.15,,11.0,,0.0,0.0
41,41,2023-12-19 17:00:00,2.466666666666667,2.65,,2.6666666666666665,2.683333333333333,,8.1,9.5,9.516666666666667,9.516666666666667,9.516666666666667,0.0,29.105000000000004,,11.0,,0.0,0.0
42,42,2023-12-19 18:00:00,2.35,2.6,,2.6166666666666667,2.6333333333333333,,7.833333333333333,9.166666666666666,9.216666666666669,9.216666666666669,9.216666666666669,0.0,29.10666666666667,,11.0,,0.0,0.0
43,43,2023-12-19 19:00:00,2.433333333333333,2.716666666666667,,2.716666666666667,2.716666666666667,,8.066666666666666,9.4,9.45,9.45,9.45,0.0,29.110000000000003,,11.0,,0.0,0.0
44,44,2023-12-19 20:00:00,2.1,2.2666666666666666,,2.2666666666666666,2.2666666666666666,,7.183333333333334,8.466666666666667,8.466666666666667,8.466666666666667,8.466666666666667,0.0,29.055,,11.0,,0.0,0.0
45,45,2023-12-19 21:00:00,2.0,2.0166666666666666,,2.0166666666666666,2.0166666666666666,,6.283333333333333,7.3,7.333333333333333,7.333333333333333,7.333333333333333,0.0,29.146666666666665,,11.0,,0.0,3.8
46,46,2023-12-19 22:00:00,2.1166666666666667,2.25,,2.25,2.25,,6.833333333333333,7.983333333333333,8.0,8.0,8.0,0.0,29.18166666666667,,11.0,,0.0,4.0
47,47,2023-12-19 23:00:00,2.15,2.3,,2.3,2.3,,7.216666666666667,8.416666666666666,8.45,8.45,8.45,0.0,29.12,,11.0,,0.0,4.0
48,48,2023-12-20 00:00:00,1.95,1.9666666666666663,,1.9666666666666663,1.9666666666666663,,5.633333333333334,6.633333333333334,6.65,6.65,6.666666666666667,0.0,29.1,,11.0,,0.0,4.0
49,49,2023-12-20 01:00:00,1.75,1.9,,1.9,1.9,,5.433333333333334,6.333333333333333,6.333333333333333,6.333333333333333,6.333333333333333,0.0,29.081666666666667,,11.0,,0.0,4.0
50,50,2023-12-20 02:00:00,2.9,3.1166666666666667,,3.1166666666666667,3.1166666666666667,,9.45,11.066666666666666,11.133333333333333,11.133333333333333,11.133333333333333,0.0,29.02,,10.666666666666666,,0.0,4.0
51,51,2023-12-20 03:00:00,6.316666666666666,6.716666666666667,,6.75,6.75,,20.55,23.966666666666665,24.05,24.05,24.05,0.0,29.0,,10.0,,0.0,4.0
52,52,2023-12-20 04:00:00,4.516666666666667,4.783333333333333,,4.833333333333333,4.85,,14.683333333333334,17.2,17.25,17.25,17.25,0.0,29.0,,10.0,,0.0,4.0
53,53,2023-12-20 05:00:00,2.25,2.466666666666667,,2.466666666666667,2.466666666666667,,7.5,8.716666666666667,8.766666666666667,8.766666666666667,8.783333333333333,0.0,29.025,,10.0,,0.0,4.0
54,54,2023-12-20 06:00:00,3.466666666666667,3.7,,3.716666666666667,3.716666666666667,,11.266666666666667,13.05,13.15,13.15,13.15,0.0,29.256666666666668,,10.0,,0.0,0.6
55,55,2023-12-20 07:00:00,9.45,10.05,,10.1,10.116666666666667,,30.5,35.65,35.78333333333333,35.78333333333333,35.78333333333333,0.0,29.146666666666665,,10.183333333333334,,0.0,0.2
56,56,2023-12-20 08:00:00,21.75,23.2,,23.316666666666663,23.416666666666668,,70.5,82.31666666666666,82.66666666666667,82.75,82.75,0.0,29.131666666666668,,10.083333333333334,,0.0,0.0
57,57,2023-12-20 09:00:00,10.816666666666666,11.416666666666666,,11.45,11.5,,35.0,40.98333333333333,41.11666666666667,41.11666666666667,41.11666666666667,0.0,29.03,,9.483333333333333,,0.0,0.0
58,58,2023-12-20 10:00:00,7.65,8.083333333333334,,8.1,8.116666666666667,,24.916666666666668,29.133333333333333,29.3,29.3,29.3,0.0,28.925,,9.0,,0.0,0.0
59,59,2023-12-20 11:00:00,6.166666666666667,6.566666666666666,,6.566666666666666,6.566666666666666,,20.33333333333333,23.666666666666668,23.75,23.766666666666666,23.766666666666666,0.0,28.9,,9.0,,0.0,0.0
60,60,2023-12-20 12:00:00,4.15,4.35,,4.35,4.35,,13.35,15.55,15.633333333333333,15.633333333333333,15.633333333333333,0.0,28.9,,8.516666666666667,,0.0,0.0
61,61,2023-12-20 13:00:00,2.8,3.0166666666666666,,3.0166666666666666,3.0166666666666666,,9.1,10.616666666666667,10.65,10.65,10.65,0.0,28.9,,9.466666666666669,,0.0,0.0
62,62,2023-12-20 14:00:00,2.4166666666666665,2.6,,2.6,2.6,,7.966666666666667,9.3,9.3,9.3,9.3,0.0,28.9,,10.333333333333334,,0.0,0.0
63,63,2023-12-20 15:00:00,2.816666666666667,2.95,,2.95,2.95,,9.133333333333333,10.75,10.833333333333334,10.833333333333334,10.833333333333334,0.0,28.9,,11.0,,0.0,0.0
64,64,2023-12-20 16:00:00,3.55,3.683333333333333,,3.683333333333333,3.683333333333333,,11.516666666666667,13.5,13.516666666666667,13.516666666666667,13.516666666666667,0.0,28.881666666666664,,11.0,,0.0,0.0
65,65,2023-12-20 17:00:00,3.533333333333333,3.8,,3.8,3.8,,11.566666666666666,13.45,13.483333333333333,13.483333333333333,13.483333333333333,0.0,28.831666666666667,,11.0,,0.0,0.0
66,66,2023-12-20 18:00:00,3.2666666666666666,3.4833333333333334,,3.4833333333333334,3.4833333333333334,,10.766666666666667,12.583333333333334,12.583333333333334,12.583333333333334,12.583333333333334,0.0,28.80666666666667,,11.0,,0.0,0.0
67,67,2023-12-20 19:00:00,2.9833333333333334,3.1,,3.1,3.1,,9.8,11.333333333333334,11.4,11.4,11.4,0.0,28.8,,11.0,,0.0,0.0
68,68,2023-12-20 20:00:00,2.583333333333333,2.783333333333333,,2.783333333333333,2.783333333333333,,8.45,9.866666666666667,9.916666666666666,9.916666666666666,9.916666666666666,0.0,28.8,,11.0,,0.0,0.0
69,69,2023-12-20 21:00:00,2.6166666666666667,2.833333333333333,,2.833333333333333,2.833333333333333,,8.433333333333334,9.766666666666667,9.816666666666666,9.816666666666666,9.816666666666666,0.0,28.8,,11.0,,0.0,0.0
70,70,2023-12-20 22:00:00,3.05,3.2333333333333334,,3.2333333333333334,3.2333333333333334,,9.95,11.683333333333334,11.7,11.7,11.716666666666669,0.0,28.8,,11.733333333333333,,0.0,0.0
71,71,2023-12-20 23:00:00,3.625,4.0,,4.0,4.0,,12.0,14.0,14.0,14.0,14.0,0.0,28.8,,12.0,,0.0,0.0
72,72,2023-12-21 00:00:00,,,,,,,,,,,,,,,,,,
73,73,2023-12-21 01:00:00,,,,,,,,,,,,,,,,,,
74,74,2023-12-21 02:00:00,,,,,,,,,,,,,,,,,,
75,75,2023-12-21 03:00:00,,,,,,,,,,,,,,,,,,
76,76,2023-12-21 04:00:00,,,,,,,,,,,,,,,,,,
77,77,2023-12-21 05:00:00,,,,,,,,,,,,,,,,,,
78,78,2023-12-21 06:00:00,,,,,,,,,,,,,,,,,,
79,79,2023-12-21 07:00:00,,,,,,,,,,,,,,,,,,
80,80,2023-12-21 08:00:00,,,,,,,,,,,,,,,,,,
81,81,2023-12-21 09:00:00,,,,,,,,,,,,,,,,,,
82,82,2023-12-21 10:00:00,,,,,,,,,,,,,,,,,,
83,83,2023-12-21 11:00:00,,,,,,,,,,,,,,,,,,
84,84,2023-12-21 12:00:00,,,,,,,,,,,,,,,,,,
85,85,2023-12-21 13:00:00,,,,,,,,,,,,,,,,,,
86,86,2023-12-21 14:00:00,,,,,,,,,,,,,,,,,,
87,87,2023-12-21 15:00:00,,,,,,,,,,,,,,,,,,
88,88,2023-12-21 16:00:00,,,,,,,,,,,,,,,,,,
89,89,2023-12-21 17:00:00,1.0,1.0357142857142858,,1.0357142857142858,1.0357142857142858,,3.196428571428572,3.678571428571429,3.696428571428572,3.696428571428572,3.696428571428572,0.0,28.601785714285715,,16.0,,0.0,4.0
90,90,2023-12-21 18:00:00,1.0166666666666666,1.0333333333333334,,1.0333333333333334,1.0333333333333334,,3.466666666666667,4.066666666666666,4.066666666666666,4.066666666666666,4.066666666666666,0.0,28.685,,16.0,,0.0,4.0
91,91,2023-12-21 19:00:00,0.9333333333333332,0.9666666666666668,,0.9666666666666668,0.9666666666666668,,2.4,2.75,2.75,2.75,2.75,0.0,28.7,,16.0,,0.0,4.0
92,92,2023-12-21 20:00:00,0.65,0.7166666666666667,,0.7166666666666667,0.7166666666666667,,1.8666666666666667,2.15,2.15,2.15,2.15,0.0,28.695,,16.0,,0.0,4.0
93,93,2023-12-21 21:00:00,0.2833333333333333,0.4333333333333333,,0.4333333333333333,0.4333333333333333,,1.45,1.8333333333333333,1.8333333333333333,1.8333333333333333,1.8333333333333333,0.0,28.7,,16.0,,0.0,4.0
94,94,2023-12-21 22:00:00,0.2666666666666666,0.35,,0.35,0.35,,1.4166666666666667,1.6833333333333331,1.6833333333333331,1.6833333333333331,1.6833333333333331,0.0,28.67,,16.0,,0.0,4.0
95,95,2023-12-21 23:00:00,0.45,0.4666666666666667,,0.4666666666666667,0.4666666666666667,,1.6833333333333331,2.0,2.0,2.0,2.0,0.2666666666666666,28.63833333333333,,16.0,,0.0,4.266666666666667
96,96,2023-12-22 00:00:00,1.0,1.0,,1.0,1.0,,3.0,3.4833333333333334,3.5,3.5,3.5,0.0,28.635,,16.0,,0.0,4.0
97,97,2023-12-22 01:00:00,0.8166666666666667,0.9166666666666666,,0.9166666666666666,0.9333333333333332,,2.1166666666666667,2.466666666666667,2.466666666666667,2.466666666666667,2.466666666666667,0.0,28.66166666666667,,16.0,,0.0,4.0
98,98,2023-12-22 02:00:00,0.6833333333333333,0.7,,0.7,0.7,,1.8166666666666669,2.1166666666666667,2.1166666666666667,2.1166666666666667,2.1166666666666667,0.0,28.515,,15.15,,0.0,4.0
99,99,2023-12-22 03:00:00,0.2833333333333333,0.35,,0.35,0.35,,1.4333333333333331,1.7166666666666666,1.7166666666666666,1.7333333333333334,1.7333333333333334,0.2666666666666666,28.4,,14.85,,0.0,4.266666666666667
100,100,2023-12-22 04:00:00,1.0666666666666669,1.1333333333333333,,1.1333333333333333,1.1333333333333333,,3.3,3.866666666666666,3.883333333333333,3.883333333333333,3.883333333333333,0.0,28.40333333333333,,14.0,,0.0,4.0
101,101,2023-12-22 05:00:00,4.366666666666666,4.733333333333333,,4.75,4.766666666666667,,14.466666666666669,16.866666666666667,16.933333333333334,16.933333333333334,16.933333333333334,0.0,28.5,,14.0,,0.0,4.0
102,102,2023-12-22 06:00:00,13.566666666666666,14.583333333333334,,14.783333333333331,14.85,,44.23333333333333,51.766666666666666,51.96666666666667,52.0,52.016666666666666,0.2666666666666666,28.5,,14.0,,0.0,4.266666666666667
103,103,2023-12-22 07:00:00,18.62264150943396,19.867924528301888,,20.0,20.056603773584907,,60.75471698113208,71.11320754716981,71.41509433962264,71.43396226415095,71.43396226415095,0.0,28.33018867924528,,13.90566037735849,,0.0,2.358490566037736
104,104,2023-12-22 08:00:00,25.65,27.183333333333334,,27.25,27.316666666666663,,83.71666666666667,97.65,98.0,98.05,98.08333333333331,0.0,28.541666666666668,,13.25,,0.0,0.0
105,105,2023-12-22 09:00:00,17.233333333333334,18.23333333333333,,18.23333333333333,18.23333333333333,,56.41666666666666,65.8,65.98333333333333,66.0,66.0,0.0,28.305,,14.0,,0.0,0.0
106,106,2023-12-22 10:00:00,8.616666666666667,9.083333333333334,,9.083333333333334,9.083333333333334,,28.08333333333333,32.78333333333333,32.93333333333333,32.93333333333333,32.93333333333333,0.0,28.221666666666668,,13.816666666666666,,0.0,0.0
107,107,2023-12-22 11:00:00,4.783333333333333,5.016666666666667,,5.05,5.05,,15.8,18.3,18.383333333333333,18.4,18.4,0.0,28.206666666666663,,13.0,,0.0,0.0
108,108,2023-12-22 12:00:00,2.9,3.1,,3.1,3.1,,9.466666666666669,10.916666666666666,10.966666666666669,10.966666666666669,10.983333333333333,0.0,28.2,,13.0,,0.0,0.0
109,109,2023-12-22 13:00:00,2.4833333333333334,2.6166666666666667,,2.6166666666666667,2.6166666666666667,,8.083333333333334,9.4,9.433333333333334,9.433333333333334,9.433333333333334,0.0,28.2,,13.533333333333331,,0.0,0.0
110,110,2023-12-22 14:00:00,2.2,2.35,,2.3666666666666667,2.3666666666666667,,7.283333333333333,8.416666666666666,8.5,8.5,8.5,0.0,28.2,,14.0,,0.0,0.0
111,111,2023-12-22 15:00:00,3.183333333333333,3.3666666666666667,,3.3666666666666667,3.4,,10.35,12.2,12.216666666666669,12.216666666666669,12.216666666666669,0.0,28.16166666666667,,14.0,,0.0,0.0
112,112,2023-12-22 16:00:00,4.983333333333333,5.266666666666667,,5.316666666666666,5.366666666666666,,16.233333333333334,18.98333333333333,19.066666666666663,19.08333333333333,19.08333333333333,0.0,28.183333333333334,,14.0,,0.0,0.0
113,113,2023-12-22 17:00:00,6.033333333333333,6.366666666666666,,6.416666666666667,6.416666666666667,,19.566666666666663,22.883333333333333,23.016666666666666,23.016666666666666,23.016666666666666,0.0,28.2,,14.0,,0.0,0.0
114,114,2023-12-22 18:00:00,5.566666666666666,5.983333333333333,,6.016666666666667,6.05,,18.1,21.216666666666665,21.266666666666666,21.266666666666666,21.266666666666666,0.0,28.18166666666667,,14.0,,0.0,0.0
115,115,2023-12-22 19:00:00,5.183333333333334,5.7,,5.733333333333333,5.75,,17.116666666666667,20.05,20.166666666666668,20.183333333333334,20.183333333333334,0.0,28.186666666666667,,14.0,,0.0,0.0
116,116,2023-12-22 20:00:00,4.816666666666666,5.083333333333333,,5.15,5.166666666666667,,15.6,18.3,18.366666666666667,18.383333333333333,18.383333333333333,0.0,28.19,,14.0,,0.0,0.0
117,117,2023-12-22 21:00:00,4.4,4.833333333333333,,4.866666666666666,4.883333333333334,,14.45,17.033333333333335,17.133333333333333,17.166666666666668,17.166666666666668,0.0,28.196666666666665,,14.0,,0.0,0.0
118,118,2023-12-22 22:00:00,3.866666666666666,4.1,,4.166666666666667,4.183333333333334,,12.516666666666667,14.716666666666669,14.766666666666667,14.766666666666667,14.766666666666667,0.0,28.12333333333333,,14.0,,0.0,0.0
119,119,2023-12-22 23:00:00,3.033333333333333,3.2,,3.216666666666667,3.25,,9.983333333333333,11.716666666666669,11.833333333333334,11.833333333333334,11.833333333333334,0.0,28.19833333333333,,14.0,,0.0,0.0
120,120,2023-12-23 00:00:00,2.75,2.95,,2.966666666666667,2.966666666666667,,8.766666666666667,10.35,10.416666666666666,10.416666666666666,10.433333333333334,0.0,28.183333333333334,,14.0,,0.0,0.0
121,121,2023-12-23 01:00:00,3.1166666666666667,3.433333333333333,,3.433333333333333,3.466666666666667,,10.333333333333334,12.116666666666667,12.133333333333333,12.133333333333333,12.133333333333333,0.0,28.176666666666662,,14.0,,0.0,0.0
122,122,2023-12-23 02:00:00,3.15,3.283333333333333,,3.316666666666667,3.35,,10.133333333333333,11.916666666666666,11.983333333333333,11.983333333333333,11.983333333333333,0.0,28.195,,14.0,,0.0,0.0
123,123,2023-12-23 03:00:00,2.8666666666666667,2.9833333333333334,,3.0,3.0,,8.883333333333333,10.4,10.416666666666666,10.416666666666666,10.416666666666666,0.0,28.19833333333333,,14.0,,0.0,0.0
124,124,2023-12-23 04:00:00,3.616666666666666,3.866666666666666,,3.883333333333333,3.883333333333333,,11.933333333333334,13.9,13.983333333333333,13.983333333333333,13.983333333333333,0.0,28.69333333333333,,13.716666666666669,,0.0,0.0
125,125,2023-12-23 05:00:00,5.866666666666666,6.366666666666666,,6.4,6.45,,19.08333333333333,22.216666666666665,22.3,22.316666666666663,22.316666666666663,0.0,30.251666666666665,,13.0,,0.0,0.0
126,126,2023-12-23 06:00:00,5.5,5.866666666666666,,5.9,5.9,,17.65,20.6,20.683333333333334,20.716666666666665,20.716666666666665,0.0,30.325,,13.0,,0.0,0.0
127,127,2023-12-23 07:00:00,5.15,5.483333333333333,,5.5,5.5,,16.55,19.3,19.466666666666665,19.466666666666665,19.466666666666665,0.0,30.415,,13.0,,0.0,0.0
128,128,2023-12-23 08:00:00,4.683333333333334,5.0,,5.0,5.0,,15.033333333333331,17.55,17.666666666666668,17.7,17.716666666666665,0.0,30.436666666666667,,13.0,,0.0,0.0
129,129,2023-12-23 09:00:00,3.75,4.0,,4.016666666666667,4.016666666666667,,12.033333333333331,14.016666666666667,14.05,14.05,14.05,0.0,30.405,,13.0,,0.0,0.0
130,130,2023-12-23 10:00:00,3.283333333333333,3.7,,3.75,3.783333333333333,,10.933333333333334,12.7,12.75,12.8,12.8,0.0,30.475,,13.0,,0.0,0.0
131,131,2023-12-23 11:00:00,6.083333333333333,6.516666666666667,,6.516666666666667,6.516666666666667,,19.78333333333333,23.05,23.15,23.15,23.15,0.0,30.426666666666662,,13.183333333333334,,0.0,0.0
132,132,2023-12-23 12:00:00,3.4833333333333334,3.783333333333333,,3.816666666666667,3.8333333333333335,,11.466666666666669,13.383333333333333,13.483333333333333,13.5,13.5,0.0,30.725,,13.0,,0.0,1.4
133,133,2023-12-23 13:00:00,3.566666666666667,3.85,,3.9166666666666665,3.95,,11.683333333333334,13.65,13.716666666666669,13.716666666666669,13.716666666666669,0.0,31.365,,13.0,,0.0,4.0
134,134,2023-12-23 14:00:00,6.366666666666666,6.733333333333333,,6.816666666666666,6.816666666666666,,20.216666666666665,23.58333333333333,23.716666666666665,23.716666666666665,23.716666666666665,0.0,31.4,,12.166666666666666,,0.0,4.0
135,135,2023-12-23 15:00:00,9.633333333333333,10.333333333333334,,10.433333333333334,10.466666666666669,,30.58333333333333,35.766666666666666,35.95,35.95,35.983333333333334,0.0,31.4,,12.0,,0.0,4.0
