,Timestamp,PM 1.0,PM 2.5,Applied PM 2.5 Custom Calibration Setting - Multiplication Factor,PM 4.0,PM 10,Applied PM 10 Custom Calibration Setting - Multiplication Factor,NC 0.5,NC 1.0,NC 2.5,NC 4.0,NC 10,PM Sensor Error Status,Temperature,Applied Temperature Custom Calibration Setting - Offset,Relative Humidity,Applied Relative Humidity Custom Calibration Setting - Offset,Temperature/Humidity Sensor Error Status,Device Status
0,2023-12-18 00:00:00,1.9285714285714288,2.0,,2.0,2.0,,13.142857142857142,14.571428571428571,14.714285714285714,14.714285714285714,14.714285714285714,0.0,84.82857142857144,,11.0,,0.0,0.0
1,2023-12-18 00:15:00,2.0,2.0,,2.0,2.0,,13.066666666666666,14.666666666666666,14.8,14.8,14.8,0.0,84.9,,11.0,,0.0,0.0
2,2023-12-18 00:30:00,2.0,2.0,,2.0,2.0,,14.333333333333334,16.4,16.4,16.4,16.4,0.0,84.7,,11.0,,0.0,0.0
3,2023-12-18 00:45:00,2.0,2.0,,2.0,2.0,,13.733333333333333,15.533333333333331,15.533333333333331,15.6,15.6,0.0,84.7,,11.0,,0.0,0.0
4,2023-12-18 01:00:00,2.0,2.0,,2.0,2.0,,13.8,15.533333333333331,15.666666666666666,15.666666666666666,15.666666666666666,0.0,84.7,,11.0,,0.0,0.0
5,2023-12-18 01:15:00,1.8666666666666667,1.9333333333333331,,1.9333333333333331,1.9333333333333331,,13.133333333333333,15.0,15.066666666666666,15.066666666666666,15.066666666666666,0.0,84.7,,11.0,,0.0,0.0
6,2023-12-18 01:30:00,2.0,2.0,,2.0,2.0,,13.066666666666666,14.8,14.8,14.8,14.8,0.0,84.7,,11.0,,0.0,0.0
7,2023-12-18 01:45:00,1.8666666666666667,1.8666666666666667,,1.8666666666666667,1.8666666666666667,,12.666666666666666,14.4,14.466666666666669,14.466666666666669,14.466666666666669,0.0,84.7,,11.0,,0.0,0.0
8,2023-12-18 02:00:00,1.8,2.0,,2.0,2.0,,12.666666666666666,14.333333333333334,14.4,14.4,14.466666666666669,0.0,84.7,,11.0,,0.0,0.0
9,2023-12-18 02:15:00,2.4,2.466666666666667,,2.533333333333333,2.533333333333333,,18.2,20.6,20.666666666666668,20.666666666666668,20.666666666666668,0.0,84.80666666666667,,10.0,,0.0,0.0
10,2023-12-18 02:30:00,3.0,3.1333333333333333,,3.2666666666666666,3.2666666666666666,,23.2,26.266666666666666,26.33333333333333,26.33333333333333,26.33333333333333,0.0,84.95333333333333,,10.0,,0.0,0.0
11,2023-12-18 02:45:00,3.466666666666667,3.933333333333333,,3.933333333333333,3.933333333333333,,26.2,29.53333333333333,29.73333333333333,29.73333333333333,29.73333333333333,0.0,85.1,,10.0,,0.0,0.0
12,2023-12-18 03:00:00,3.0,3.4,,3.466666666666667,3.466666666666667,,24.6,27.6,27.73333333333333,27.73333333333333,27.73333333333333,0.0,85.11333333333332,,10.0,,0.0,0.0
13,2023-12-18 03:15:00,2.8,3.066666666666667,,3.066666666666667,3.066666666666667,,21.466666666666665,24.0,24.2,24.2,24.2,0.0,85.3,,10.0,,0.0,0.0
14,2023-12-18 03:30:00,2.066666666666667,2.333333333333333,,2.4,2.4,,16.733333333333334,19.0,19.133333333333333,19.2,19.2,0.0,85.38000000000001,,10.0,,0.0,0.0
15,2023-12-18 03:45:00,2.0,2.0,,2.0,2.0,,14.6,16.466666666666665,16.6,16.6,16.666666666666668,0.0,85.52666666666667,,10.0,,0.0,0.0
16,2023-12-18 04:00:00,1.6666666666666667,2.0,,2.0,2.0,,13.0,14.533333333333331,14.533333333333331,14.533333333333331,14.533333333333331,0.0,85.61333333333332,,10.0,,0.0,0.0
17,2023-12-18 04:15:00,1.6666666666666667,2.0,,2.0,2.0,,12.333333333333334,14.066666666666666,14.133333333333333,14.133333333333333,14.133333333333333,0.0,85.6,,10.0,,0.0,0.0
18,2023-12-18 04:30:00,2.0,2.066666666666667,,2.066666666666667,2.066666666666667,,14.866666666666667,16.866666666666667,16.933333333333334,16.933333333333334,16.933333333333334,0.0,85.65333333333334,,10.0,,0.0,0.0
19,2023-12-18 04:45:00,2.8,2.8666666666666667,,2.8666666666666667,2.933333333333333,,20.4,23.133333333333333,23.2,23.2,23.2,0.0,85.75999999999999,,10.0,,0.0,0.0
20,2023-12-18 05:00:00,3.1333333333333333,3.4,,3.4,3.6,,24.6,27.933333333333334,28.0,28.0,28.0,0.0,85.73333333333333,,10.066666666666666,,0.0,0.0
